,RATING,CUT_COMMENT
13358,2.0,拖 着 进度条 看 完范宁 特写 就 可以 删 了
13359,3.0,前半段 很 有 英伦 小 清新 的 味道 后半段 就 开始 缓慢 悲伤 起来 了 不过 自从 看 姐姐 的 守护者 被 感动 得 几天 吃 不好 饭 以后 这种 绝症 频死 的 剧情 我 已经 免疫 了
13360,2.0,live   like   theres   no   tomorrow
13361,1.0,这 不是 探寻 生命 而是 弥漫着 我 要死 了 全世界 都 欠 我 的 论调 想 冒个险 尝试 更 多 可能 这 可以 理解 但是 以 这个 当作 叛逆 的 合理 借口 干坏事 不负责任 的 理由 真是 有点 令人 无法忍受 这 是 以 生命 为 筹码 的 对 所有人 的 要挟 啊 你们 必须 爱 我 服从 我 陪 我 到 最后
13362,4.0,略嫌 煽情 了 些 别的 都 很 美 不过 节奏 超慢   看 得 本来 就 头痛 的 某 只 更 头痛 了 OTL
13363,4.0,sadly   sad
13364,3.0,大 YD 国版 韩剧
13365,4.0,"Our   life   is   a   series   of   moments 
 each   one   a   journey   to   the   end 
 let   them   go"
13366,3.0,都 快 忘 了 布莱顿 有多美 了   男主对 女主 那么 好 那么 体贴 真是假 到 爆
13367,3.0,略微 有点 狗血
13368,3.0,大 感伤 化成 小 清新 小范 宁 长成 了 大范宁 这 两个 大小 的 变化 都 让 人 味同嚼蜡
13369,4.0,You   can   go   Dont   be   afraid     PS   配乐 不错
13370,2.0,姑娘 沒有 小 時候 靈氣 了 在 90 后 新秀 里 也 沒 顯得 多麼 出眾 可以 再 用力 一點 怎麼 越大 反而 放不開 明白 故事 想表達什 麽 但 情節 編排 的 有些 亂 不能 說 是 失敗 但並 不 好看 這麼 說 吧 不能 讓 人心 生憐惜 感動 不幸 和 將逝 便 只是 無 力量 的 演繹
13371,3.0,全看 男主 了 竟然 是 战马 的 男主 当时 心里 可 一个 尽 的 黑 他 呢
13372,2.0,很 一般 的 爱情片 有人 说 摄影 不错 错 其实 要 和 leap   year 比 简直 弱 爆 了
13373,3.0,now   is   good 如果 在 人之将死 的 时候 有 很多 事情 想 做 那 不如 从 现在 开始 趁 活着 do   it
13374,4.0,跟 公主 病 相比 白血病 根本 不是 病 啊
13375,4.0,now   is   good
13376,5.0,是 恶俗 是 陈词滥调 可 深夜 被窝 里 依旧 哭 得 稀里哗啦
13378,2.0,最 猎奇 向 的 超级 英雄
13379,5.0,最 喜欢 的 一个 superhero 原声 大赞 20 年 后 重温 别有 一番 风味 五毛 特效 物尽其用
13380,2.0,我 最 喜爱 的 欧美 漫画 形象 但是 spawn 内心 那种 歇斯底里 呐喊 与 挣扎 在 电影 中 并 没有 得到 表现
13381,4.0,当初 这 特技 可是 很 惊艳 的
13382,4.0,不算 太 好看 比漫畫 差多 暸
13383,2.0,再生侠 本身 故事 设定 就 很 乱 9 这里 更是 讲不清
13384,1.0,这 什么 英雄 啊 太 傻 了
13385,5.0,高中 收到 盗版 兴奋 得 一夜 没睡 好觉
13386,2.0,大牌 配乐 帅气 斗篷 是 给 两星 的 唯一 理由 这是 一部 没有 逻辑 的 片子
13387,2.0,上个世纪 的 科幻片 特效 和 剧情 都 让 人 无法 直视
13388,4.0,当年 看 的 时候 可 真是 很 猛 啊
13389,4.0,最早 以为 是 游戏 改编 呢   游戏 比 电影 和 漫画 看着 都 正 感觉
13390,3.0,其实 这 漫画 空间 还是 很大 的 但 这种 类型 小 制作 是 不会 有 出路 的
13391,1.0,多酷 的 漫画 啊 让 他们 拍 的 跟 傻 逼 一样
13392,2.0,好 老 的 片子 啊 特效 真是 够 原始
13393,4.0,赞 一下 特效
13394,3.0,再生侠 很 有意思 的 设定
13395,3.0,情节 很赞   就是 特效 现在 看假 得 吓人
13396,3.0,啊 小时候 看过 记得 小丑 因为 不 知道 那段 把 带 蛆虫 披萨 吃 了 是 怎么 拍 的 小丑 演 的 真 好 别的 太 一般   很 一般
13397,3.0,一直 以为 囧 瑟夫 是 一个 正直 的 男人 没想到 还是 被 表象 欺骗 了 201437 成都
13398,3.0,情色 味 小 清新 人物 都 天真 单纯 一根 筋 剪辑 有点 风格 是 不错 的 处女作 35 星
13399,3.0,其实 电影 的 立意 有点 意思 右手 加 A 片 是 孤独 的 性而性 本身 其实 是 一种 最 亲密 的 人际关系 电影 其实 是 想 讲述 孤独 与 陪伴 自私 与 给予 之间 的 关系 电影 找到 了 一个 性 的 切入口 而已 但 导演 手法 确实 稚嫩 人物 设定 比较 扁平 最后 那个 女人 的 出现 没有 来 由 没有 背景 突然 解决 了 所有 问题 尚 欠火候
13400,4.0,B 囧 瑟夫 首次 导演 就 这么 重 的 个人风格 故事 挺好玩 但 有些 偏 流水账 内容 挖不深 于是 后半段 只能靠 摩尔 阿姨 的 的 说教 来 升华 显得 比较 无力 斯嘉丽 残 了 以前 那股 清纯 性感 并存 的 感觉 没 了 取而代之 的 是 一种 廉价 的 金发 碧池 气质
13401,3.0,斯嘉丽 约翰逊 拍 很丑   朱丽安 摩尔 角色 很 突兀   自己 肌肉 倒 是 练 得 不错
13402,3.0,囧 瑟夫 似乎 没有 那么 关心 拍 女人 总之 在 电影 里 被 称赞 美如神 的 斯嘉丽 约翰逊 也 并 没有 拍得 多 漂亮 囧 瑟夫 在 表演 急 和 无脑 的 程式化 唯有 朱莉安 摩尔 精准 的 演技 才 使得 后 半 部分 可信
13403,2.0,大 烂片 彻头彻尾 的 大 烂片 故事 一塌糊涂 节奏 莫名其妙 表演 僵硬 无趣 拿 着 粗俗 当 有趣 就 不 说 啥 了 尺度 大 也 毫无 看点 囧 瑟夫 和 女神 除了 噱头 毫无意义 自此 变成 囧 瑟夫 黑 只要 他 主演 就 不 去 电影院 看 PS 朱丽安 摩尔 怎么 老成 这个 样子 了
13404,2.0,呃 这个 这个 男生 很 有 共鸣 吧 散场 灯亮 起 几位 男士 疯狂 鼓掌
13405,2.0,囧 瑟夫 自导自演 的 处女座 小见 的 题材 女生 和 A 片 之间 本 指望 能 拍出 多 精彩 的 小品 却是 一出 完全 没 节奏 没 起伏 没 演技 的 烂片 哎
13406,3.0,人美 不如 活儿 好
13407,2.0,为了 女神 和 我 囧 必须 五星 啊 但是 剧情 实在 是
13408,3.0,从 幻想 到 现实 其实 就是 讲 了 一个 纯爱 的 故事 但 我 更 喜欢 前半段 这 是 病
13409,2.0,感觉 缺乏 重点 耍 技巧 太 多 轻飘飘 的 不 扎实 另外 造型师 和 斯嘉丽 约翰逊 有仇 吧 从 预告片 开始 我 就 觉得 这 扮相 实在 是 太 Porno   Face 了
13410,5.0,"这 惊喜 来得 太 突然 我 差点 感动 哭 了 两位 女主角 的 戏 一秒钟 不 浪费 地 展现 了 斯嘉丽 的 尤物 特制 与 摩尔 阿姨 的 知性 韵味 另外 小 囧 的 肌肉 直 男 路线 是 个 槽 点 
 不得不 说 小 囧 完胜 付兰 该片 色香味 俱全 以 情色 反 情色 充满 荷尔蒙 却 又 是 一支 唱 给 熟女 的 情歌 感动 于 能 看到 如此 令人 惊喜 的 作品 放映 结束 后影 厅 掌声 鸣动"
13411,4.0,斯嘉丽 真心 又 胖 又 性感 门前 flirting 那段 真 女神 囧 瑟夫 莫非 是 NJ   Italian 的 节奏 OMG 又 吓坏 了 The   ending   is   fucking   amazing   watched   it   all   again   with   piggy   and   it   was   about   time   to   have   the   porn   talk   lol   I   know   its   stupid   to   believe   what   youve   saidyou   are   my   porn   preference
13412,3.0,囧 子 力证 自己 是 直 男之作 吗
13413,3.0,斯嘉丽 2 分 不能 再 多 了
13414,2.0,你 若 撸 开 清风 自来 你 若 恋爱 老天 自有 安排
13415,3.0,看到 后面 我 就 软 了 色香味 突然 变成 温情 知性 我 很色 的 我 才 不要
13416,1.0,what   the   fuck
13417,2.0,很 幼稚 苍白 爱到 这么 失去 自我 的 女人 毫无 可爱 之 处 身体 长 拉链 的 隐喻 不错 但 没有 很 好 的 运用
13418,4.0,瑟祺 姐姐 的 演技 真的 好 鸭
13419,5.0,大概 女孩子 真的 深有体会 了 爱情 总会 折磨 人 的
13420,2.0,瑟祺 妹子 啊 啥 時間 拍部 正劇 女 一 啊
13421,3.0,哈哈哈 还 可以
13422,3.0,还 不错
13423,3.0,之前 看 的 当时 没有 认出来 女主 哎
13424,3.0,身上 长 拉链 真的 hin 恐怖 了
13425,3.0,失恋 的 人 感同身受 讨厌 的 人 觉得 矫情 至极 吧 金瑟琪 啥 时能 正正经经 演女主 呢
13426,3.0,对 自己 的 爱情 执着 还是 对 那个 人 执着 时间 真的 会治好 一切
13427,4.0,什么 时候 都 不能 把 自己 丢 了 啊
13428,4.0,也 曾 那么 卑微
13429,3.0,喜欢 看 韩片 的 原因 之一 就是 总 可以 看见 形形色色 的 人 和 人生 单集剧 就 像 一部 电影 无论是 怎样 走出 相处 十年 分手 的 困境 最 要不得 的 就是 执迷不悟 谁 离 了 谁 都 能活 努力 去 寻找 自己 做 自己 纵使 这 一定 很难
13430,3.0,想到 了 以前 看过 的 一句 话   失恋 又 不会 死   半年 是 期限
13431,4.0,女性 自我意识 的 觉醒 吧 虽然 套路 满满 但 有时候 还是 需要 讨论 的 韩国 电视剧 在 某些 层面 真的 甩 内地 几条 街 看看 娘道 吧 都 8012 年 了 中国 还 在 播 这种 烂心 的 剧
13432,2.0,不知所云
13433,5.0,像 电影 的 文艺片
13434,2.0,不 喜欢 看 了 一半 弃 了 没有 金瑟祺 其他 的 剧 好看
13435,5.0,很棒
13436,3.0,"喜欢 某些 镜头 的 转换 和 配乐 
 拉链 的 隐喻 也 很 巧妙 
 后半部 就 像是 一个 找 自己 的 过程"
13437,3.0,一二一
13438,5.0,祖师 西 来意
13439,4.0,春夏秋冬 又 一春 的 reference
13440,5.0,东方 的 老塔禅 的 三种 境界 印象 的 叠加 摄影 超级 牛逼淡 冲突 重 思维 我 喜欢
13441,3.0,已 看 韩国 佛教 电影
13442,5.0,用心 难得 视听 禅意
13443,5.0,需要 第二遍 看
13444,4.0,没有 出生 与 死亡 宇宙 之间 我 不 存在 实体 却 无所不在 生命 是 为 那些 渴望 在 生死 之间 停留 的 人 准备 的 世间 的 不 完美 只 存在 于 我们 的 语言 我们 的 知识 还有 理智 当中
13445,5.0,看 完后 逼格 更上一层楼
13446,5.0,"没有 出现 禅宗 祖师 达摩 却 充满 了 禅意   出现 的 每个 镜头 都 那么 唯美  想到 韩国 拍 的 裴镛 均 一人 包办 剧本   导演   灯光   剪辑 等 用 的 也 是非 职业 演员 却 拍出 这么 高质量 的 片子"
13447,5.0,十牛图
13448,4.0,天然 春夏秋冬 又 一春 的 塘 中寺 相较 刻意
13449,4.0,和 金基德 是 不 一样 的 固执 地想
13451,4.0,补标
13452,5.0,生命 与 死亡 众生 与 宇宙 尘世 与 解脱
13453,4.0,禅
13454,3.0,
13455,3.0,苦行僧 不 接受
13456,5.0,没 懂
13457,4.0,僵尸 电影 中 少有 的 僵尸 温情 一个 不知 疼痛 的 僵尸 丢掉 了 所有 也 丢 不 掉 血浓于水 的 亲情
13458,2.0,英叔 居然 到 快 一半 了 才 出来 僵尸 一点 战斗力 都 没有 小孩 那条 线 完全 没意思
13459,4.0,也 是 蛮 搞笑 的 不过 结局 不好 大人 都 被 灭 了 其实 他们 根本 没招 谁 惹 谁 他们 是 被 贪婪 的 人类 给 惊扰 的 却 让 人家 所谓 的 去 早日 投胎
13460,3.0,人生 中看 的 第二部 恐怖片 缓 过来 了
13461,3.0,僵尸 系列 的 每 一部 都 有 一个 小 母题 这 一部 有着 很 明显 的 反 成人 世界 倾向 成人 世界 都 是 为了 自己 的 对 钱 的 名 的 欲 使得 僵尸 被 一次 又 一次 释放 而 相反 的 是 孩童 无论是 小 僵尸 还是 小孩 都 在 为 他 都 有着 最天 真的 善良
13462,3.0,第二部 不 猎奇 不 展示 了 改 家庭 题材 了
13463,2.0,这 小孩 英叔 出来 的 太迟 了 等 的 好 心急 啊 迟钝 剂 嗯 好 东西 哈哈
13464,5.0,大爱 英叔   脑残粉
13465,3.0,迟钝 剂 那里 不停 在 憋 笑 九叔 冷面 更好 笑 了
13466,3.0,看 的 第一个 鬼片
13467,3.0,仍然 走 打闹 路线 慢打 僵尸 一段 算是 喜剧 高潮 演 僵尸 的 很 辛苦 小 僵尸 部分 基本 抄 ET 幸而 小 僵尸 够 可爱 可惜 剧情 没 得 深入
13468,3.0,童年
13469,4.0,嘉禾 宝禾   迟钝 剂 一段 是 笑 点少 了 传统 的 茅山 斗法 多 了 小 僵尸 的 童趣 温情 我師 祖洪金 寶 早年 深入 陰府 搞 到 鬼 打鬼 現在 回到 人間實 行人 嚇人 舊 年 捉 到 只 僵尸 先生 至於 在 下 我 大名 林正英   阿 sir 林正英 是 什么 人   我 哪 知道 总之 他肯 拼命 管 他 是 什么 人 呢   合集 00144
13470,4.0,小时候 看 感觉 很 恐怖 现在 看小 僵尸 那里 居然 看 的 想 哭 其实 还 挺 想 知道 最后 小 僵尸 的 命运 的 他 亲眼看见 妈妈 死 在 他 面前 爸爸 也 死 了 感觉 他 挺 可怜 的
13471,4.0,感觉 很早以前 有 看过 剧情 已经 忘得 差不多 了
13472,2.0,好 囧
13473,3.0,时代背景 由 民国 改 到 现代 之后 观赏性 大 减林 道长 的 功力 也 变 弱小 僵尸 变 ET
13474,3.0,僵尸 跳车 和 迟钝 剂 比较 好笑
13475,4.0,林正英 负责 捉 鬼 楼南光 负责 搞笑 小 僵尸 负责 卖萌 票房 口碑 齐飞 跟风 之作 做 不到
13476,4.0,小 僵尸 可 可爱 了   给 他 一个 红 苹果 一个 绿 苹果   他 只 吃 红 苹果
13477,5.0,完全 看不出来 出自 克莱 芒 的 手笔 电影 将 观众 认同 心理 与 悬念 调动 做 得 像 希区柯克 一样 精准 到位 电影 将 小说 中雷 普利 对 菲利普 的 暧昧 情感 删节 殆尽 让 人 稍许 有些 失望 但 可以 在 翻拍 版 的 天才 雷 普利 中 补偿 回来 但 将 大段 大段 的 心理 描写 通过 镜头 语言 展现 这 一点 却 做 得 异常 成功
13478,3.0,"20160821 
 原来 是 老版 天才 瑞 普利 啊 剔除 了 酷儿 情节 演员 颜值 感人 但 对瑞 普利 的 塑造 有些 粗糙 导演 似乎 更 关注 罪案 本身 不怎么 在意 瑞 普利 犯罪 背后 的 心理 社会 因素"
13479,3.0,大概 的 意思 到 了 但是 和 新版 的 比 起来 实在 是 不够 精致 完全 不是 一个 层次 上 的 作品 在 豆瓣 上 得 高分 的 原因 除了 厚古薄今 的 因素 外 估计 佐罗 的 粉丝 也 是 一大 缘故 另外 此片 也 打破 了 老上 影厂 的 配音 神话 童自荣 的 声线 和 雷 普利 先生 完全 不 搭
13480,5.0,笑点 密集 故事 讲述 逻辑 完整 特效 10 块钱 主演 各个 出彩 AB 也 依然 胜任 了 花瓶 一职 这里 我 必须 要 提 一下 刘晓庆 阿姨 神神 叨叨 的 婆子 演 得 实在 太好 啦 瞬间 被 那句 狗日 的 龟儿子 圈粉
13481,5.0,这才 是 正宗 的 摸 金范儿 虽然 剧情 还 单薄 了 点 但 人物 特效 美术 帅爆 了 第一次 在 国产片 中 看到 了 好莱坞 视效 大片 的 感觉 希望 乌尔 善 和 铁三角 能 把 寻龙诀 打 造成 夺宝奇兵 式 系列 大片
13482,4.0,且 不管 好不好 但 在 是否 好看 上 比 木乃伊 古墓 丽影 好看 也 比 夺宝奇兵 好看
13483,4.0,俊美 奴仆 杀主夺 妻 这种 希腊神话 特有 的 原初 背德 感当世 可能 也 就 阿兰 德龙 能演 其他 天才 大多 绕开 了 这部分 把 注意力 都 集中 在 通过 意大利 的 风景 曲线救国
13484,5.0,真为 他 涅 把 汗 都 是 女人 惹 的 祸节 外生 太 多枝 阿兰 德龙演 的 不错 写实 犯罪 玛丽 拉福莱   Marie   Lafor ê t 真 漂亮 20110123140
13485,3.0,阿兰 德龙 这么 娘炮 法语 也 难听 得 一腿
13486,5.0,先看 99 年 的 天才 雷 普利 再 看 60 年 的 此片 同一 题材 但 一点 也 没用 先入为主 的 感觉 喜欢 此版 远胜 新版 不是 说 新版 不好 实在 是 阿兰 德龙 太帅 但 电影 也 拍 得 很 好 经典 的 商业片
13487,4.0,天才 瑞 普利 这个 马特 达蒙 真的 是 和 阿兰 德龙 没 的 比 啊 太帅 结局 不 一样
13488,5.0,尤其 这 类 美貌 是 阴 搓 搓 袭 来 暗香 浮动 一般 连 眼睫毛 都 帅 角色 又 是 复杂 的 腹 黑 阴险 又 脆弱 惹人 怜爱 结局 太 心碎 了 当时 看马特 达蒙 版 完全 无视 角色 专心 纠结 撒谎 的 问题 看 完 就 像 吃 了 一只 苍蝇 一样 难受
13489,3.0,67 首映礼 比 之前 看过 的 绿幕 粗 剪版 更 干练 舒服 特效 还 行 剧作 以 镜花水月 为盾 完成度 不错 标准 的 古墓 探险 类型 片 3 D版 两种 画幅 调整 是 种 视觉 实验 郝艺 美术 棒 表演 也 行 缺陷 呢 人物 矛盾 冲突 处理 的 牵强 了 些 八卦 和 机关 之间 的 联系 还是 基本 停留 在 语言文字 上 反派 略 失色 动作 戏 中规中矩
13490,2.0,我 就 想 问 一个 问题 夏雨 这些 年 都 经历 了 什么
13491,4.0,想起 那句 我们 是 正宗 的 摸 金范儿 盗墓 而 不用说 把 文物 上交 国家 鬼神 也 没有 科学 解释 连片 中 唯物论 都 像 被 讽刺 了 一道 不得不 说 审查 变宽 了 舒淇 版 shirley 似 古墓 丽影 劳拉酷 帅 就是 咬字 该 再 练练 黄渤 陈坤 等 主演 演技 过关 特效 用心 乌尔 善 发挥 了 长处 即 画面 很 不错
13492,5.0,我 想起 霍比特 人 上映 时 乌尔 善 说 他 一生 能 拍出 一部 这样 的 电影 就 满足 了 又 想起 更久 以前 乌尔 善 曾 说 他 一生 最 爱 魔戒 最 崇拜 彼得 杰克逊 今日 不带 任何 主观 成见 和 有色眼镜 的 看过 说实话 作为 一个 魔戒 死忠 我 认为 这部 片 已经 超越 了 霍比特 人 从这一点 上 来说 做人 还是 有点 追求 来 的 好
13493,4.0,玩 了 一年 多 的 盗墓 梗 终于 有 一群 稍微 认真 盗墓 人 了 不是 上交 国家 也 不是 大战 怪兽 也许 是 过 审 的 问题 剧情 还是 略带 硬伤 但 已经 相当 不错 了 演员 也 正常 发挥 比 另 一部 走心 太多 了 最 重要 的 是 特效 所 带来 的 视觉效果 太赞 了 配合 3D 特么 的 爽 啊
